a_term	b_term	len(a_b_intersect)	len(a_term_set)	len(b_term_set)	n_articles	pmid_intersection	pvalue	run_time	sort_ratio
ift27	bbs	10	39	3300	33810017	{25443296, 34888642, 24488770, 26763875, 34023333, 29540531, 25446516, 34655445, 27930654, 30761183}	4.90825671297004e-32	0.002084579085931182	0.0030303030303030303
ptrhd1	parkinsonism	10	12	18219	33810017	{34246528, 33841314, 33004232, 27753167, 28733970, 30398675, 30245141, 34816696, 34765690, 29143421}	1.3578059881631659e-31	0.011718184920027852	0.0005488775454196168
ppic	sfm	10	91	1675	33810017	{11074537, 9282795, 10805292, 10203100, 10861807, 9112656, 9701463, 10695769, 10805276, 10936861}	5.551771176701676e-31	0.0018901398871093988	0.005970149253731343
pla2g7	paf	14	136	12438	33810017	{15115767, 11850055, 26612648, 19797705, 26612651, 17597068, 26612652, 33107310, 17174223, 32145524, 23361301, 17693621, 18776951, 34206491}	3.364663982527553e-30	0.0682666739448905	0.0011255828911400547
opn4	constriction	16	153	25161	33810017	{30064443, 28061512, 29625451, 34653198, 15046875, 21124784, 21833582, 23555953, 26320947, 17325172, 28882814, 30542318, 23251480, 17876062, 27440795, 32236094}	1.530710535672443e-29	0.015853001968935132	0.0006359047732602043
hoxc4	csr	10	81	3112	33810017	{23178148, 23181381, 20855884, 12672812, 32265934, 25392531, 18197815, 15252056, 19363484, 21585311}	8.03286873009608e-29	0.001826009014621377	0.003213367609254499
ccnd3	myeloma	21	270	55817	33810017	{24729354, 18274833, 31597849, 26341922, 26524068, 35123621, 15755896, 18451245, 34923957, 16129847, 21399865, 17914559, 15543617, 27440711, 18381641, 24638926, 19996118, 11675358, 21923064, 22075513, 16728703}	2.5334941717926905e-28	0.032391954911872745	0.0003762294641417489
krt25	woolly hair	6	21	255	33810017	{28899683, 26902920, 32901930, 29464811, 33988877, 26160856}	9.412548478447685e-27	0.0015327699948102236	0.023529411764705882
ciz1	cervical dystonia	8	71	1754	33810017	{25643588, 22447717, 23115116, 23634381, 24978640, 26861296, 23813719, 27163549}	5.477484557062986e-25	0.0020094760693609715	0.004561003420752566
sftpd	obstructive pulmonary disease	15	105	54589	33810017	{31057601, 31116580, 25716998, 28166215, 25376584, 31443657, 23144326, 19797132, 29473039, 27078193, 29191953, 24504887, 24610936, 20448057, 21934714}	6.4037570970626385e-25	0.011809372110292315	0.0002747806334609537
spen	sharp	17	202	57752	33810017	{12897056, 30679936, 17234755, 33208773, 17376872, 27513867, 17457934, 34638511, 35301492, 32641685, 19835636, 19586903, 33916248, 16129689, 24748666, 22987228, 16547102}	1.4502106551589383e-23	0.03218681085854769	0.00029436210001385234
cps1	cps	13	354	10369	33810017	{31683584, 16431041, 29801986, 32674471, 20800523, 24504463, 12955727, 26452687, 33201436, 24113687, 34224345, 34304027, 33546812}	3.369214461824306e-23	0.009756773011758924	0.0012537371009740572
krt5	hyperpigmentation	11	353	7351	33810017	{21422339, 33368260, 23889190, 20923750, 23684010, 10494094, 20849457, 24964947, 24372084, 16465624, 24387993}	1.0802541620207322e-20	0.002787283156067133	0.0014963950482927493
tmtc2	open angle glaucoma	7	18	13031	33810017	{23838595, 29891935, 28930887, 22773901, 22761751, 30729851, 25631615}	3.9991814286934634e-20	0.0034706389997154474	0.0005371805694114036
defb126	male infertility	7	23	10294	33810017	{31474436, 31504198, 32030088, 25721098, 33181482, 22710670, 17928628}	5.908534613355429e-20	0.003591384971514344	0.0006800077715173888
tnnt2	restrictive cardiomyopathy	8	400	1376	33810017	{23906401, 29907873, 18651846, 27604170, 30953456, 32278834, 32098556, 18467357}	1.1014775729140503e-19	0.0016365658957511187	0.005813953488372093
ash1l	asd	10	87	29097	33810017	{34356069, 34373061, 27824329, 35210569, 32887689, 35081333, 34145365, 34509565, 34782621, 32609087}	8.381870354472293e-19	0.027423605090007186	0.0003436780424098704
rgs9	analgesia	15	223	65459	33810017	{22089315, 25150149, 15617734, 11207815, 24561386, 30740043, 17725581, 14595021, 28074831, 26305935, 22159121, 12902995, 32038168, 21490202, 17880927}	1.0919842676752941e-18	0.03700915304943919	0.00022915107166317849
nceh1	foam cells	6	29	4389	33810017	{21467808, 24891333, 26493158, 19723498, 20947831, 24868095}	2.2596352226316492e-18	0.002493086038157344	0.001367053998632946
colec10	midline cleft /palate	7	17	36056	33810017	{34589314, 28301481, 34899147, 29407414, 32751929, 34636477, 32441374}	3.020605303672007e-17	0.03012770786881447	0.00019414244508542269
kifap3	frontotemporal dementia and/ amyotrophic lateral sclerosis	7	22	27118	33810017	{20942785, 27584932, 19451621, 24838185, 22795786, 20566859, 21659726}	3.6009268065753207e-17	0.011653426801785827	0.0002581311306143521
crybb2	genetic heterogeneity	8	116	10608	33810017	{22669729, 32883240, 24319337, 27385965, 21402992, 10634616, 12646746, 12567263}	5.773867707241141e-17	0.003485030960291624	0.0007541478129713424
pygm	muscle weakness	10	240	15977	33810017	{32337335, 34534370, 23653251, 32386344, 29143597, 35022222, 18808785, 25045239, 34215481, 31320798}	7.248075190747614e-17	0.003502541920170188	0.0006258997308631158
a1bg	tof	9	62	40056	33810017	{21591266, 23338533, 25449831, 32575434, 23418544, 23562004, 33585012, 32841722, 27076927}	8.807961959655037e-17	0.02528737811371684	0.00022468544038346314
xab2	csa	7	28	24252	33810017	{18166977, 17981804, 15725628, 26228655, 21622031, 10944529, 16916636}	1.1407277646001611e-16	0.022481050109490752	0.0002886359887844301
bcas2	breast carcinoma	7	27	25586	33810017	{34663267, 27713508, 26428007, 30482793, 25461807, 23249746, 34972250}	1.2445696720928275e-16	0.008016180014237761	0.0002735871179551317
icmt	progeria	6	190	1603	33810017	{23686339, 18923140, 22570643, 33526168, 34471675, 29342140}	6.738951467855627e-16	0.0017558401450514793	0.0037429819089207735
pgrmc1	premature ovarian failure	7	339	2566	33810017	{22030050, 18782852, 25246111, 24516175, 23781168, 20537145, 19610175}	1.3497854744699374e-15	0.0022282979916781187	0.0027279812938425566
neurog3	diarrhea	13	189	78481	33810017	{21378176, 25188866, 31178402, 16855267, 31668390, 17258790, 32574610, 33976085, 27533310, 21490072, 28764761, 28724572, 28940958}	1.6053899803658925e-15	0.04413756309077144	0.00016564518800728838
chd1l	liver cancer	8	85	23499	33810017	{23482400, 34210977, 24359616, 19661379, 26599012, 29408941, 30127888, 32869873}	2.4959045133512434e-15	0.007519326871261001	0.000340440018724201
pxdn	glaucoma	9	71	62554	33810017	{33985410, 27409795, 24939590, 21907015, 24895407, 32015378, 31817535, 34019190, 27121343}	1.7052883515660163e-14	0.050513230031356215	0.00014387569140262812
usf1	dyslipidemia	12	426	31229	33810017	{26819196, 16680034, 18303204, 17673701, 33307180, 20031629, 19910639, 20928976, 32585424, 19750004, 30307446, 17885212}	1.7249352264585802e-14	0.020329455146566033	0.0003842582215248647
nup107	nephrotic syndrome	8	131	19262	33810017	{30427554, 28280135, 34172776, 32604935, 27190346, 30894603, 26411495, 30179222}	1.8012746691294912e-14	0.004735623020678759	0.0004153255113695359
camk2d	dilated cardiomyopathy	7	78	18018	33810017	{26604136, 30700140, 29650543, 32789749, 26039991, 30468920, 24584570}	3.116495598766641e-14	0.0046531809493899345	0.0003885003885003885
cdc45	gan	8	464	6189	33810017	{28416706, 27599844, 29209094, 31069963, 27919598, 22329974, 28302716, 28977567}	5.844391863674119e-14	0.0033572339452803135	0.0012926159314913556
cers1	myoclonus	6	85	8110	33810017	{27162368, 24782409, 33798445, 27618929, 34786481, 27647482}	8.181516869420698e-14	0.0036074959207326174	0.0007398273736128237
bex2	glioma	8	66	49938	33810017	{23022184, 30779920, 19412433, 24390962, 25490384, 16818640, 28367093, 22907646}	1.204905991033855e-13	0.038330755895003676	0.00016019864632143858
kcna1	nystagmus	8	236	13857	33810017	{7942848, 18180645, 30713867, 21827920, 34719831, 9390841, 21492892, 34566847}	1.5479853375548044e-13	0.011101501993834972	0.000577325539438551
setd2	acute myeloid leukemia	12	486	33648	33810017	{28054944, 34576219, 30967619, 32849799, 32202636, 27359055, 33292784, 27462774, 30922329, 30465531, 31221981, 34196511}	1.9278939421151953e-13	0.006801832001656294	0.0003566333808844508
prosc	seizures	7	23	99164	33810017	{30671974, 28779752, 27912044, 28391250, 30930802, 34316313, 30525118}	4.392018043076152e-13	0.06417140597477555	7.059013351619539e-05
wnt9b	cerebellar vermis aplasia/ hypoplasia	8	151	25618	33810017	{19036802, 28031172, 25896202, 16216236, 18509101, 34145744, 20040500, 29527097}	5.471628605185776e-13	0.01987100299447775	0.00031228042782418614
eml1	malformations	7	39	66383	33810017	{29229923, 35289477, 31173351, 31484711, 32179177, 31390572, 31710781}	1.6369773226263229e-12	0.03375820303335786	0.00010544868415106277
fkbp4	spots	8	99	47477	33810017	{21793190, 22475723, 18359981, 26074449, 17722004, 27594807, 22888636, 23272063}	2.3090620841853874e-12	0.03472406812943518	0.0001685026433852181
eif5	cap	9	172	45787	33810017	{12861028, 33672357, 11331597, 35217614, 18722383, 11416183, 31968220, 17255934, 16222335}	3.683493428003318e-12	0.030684854835271835	0.00019656234302312884
cbfb	somatic mutations	8	402	12592	33810017	{29517504, 32492002, 26870154, 24390348, 22722193, 26643573, 22722202, 33004031}	5.113323974869373e-12	0.005442025838419795	0.0006353240152477764
itm2b	neurodegeneration	7	73	41572	33810017	{30890756, 34480585, 18524908, 27143694, 30480246, 20945367, 33172889}	6.445417328641828e-12	0.02431105892173946	0.00016838256518810738
col11a2	hypoplasia	8	230	25608	33810017	{20404928, 9188673, 10677296, 30539698, 33356723, 18381781, 16637051, 25780254}	1.6001603173879747e-11	0.013980826828628778	0.00031240237425804435
rbp3	autosomal dominant	7	79	44008	33810017	{1672289, 1968709, 1362412, 1979053, 1361102, 8094065, 21067480}	1.6896750567879827e-11	0.010171137982979417	0.00015906198872932194
wls	addiction	13	666	48628	33810017	{23557824, 26494018, 26363714, 22001156, 25294025, 34182798, 25064307, 24333843, 34957941, 30954487, 28734904, 25519772, 23566366}	3.411207097823939e-11	0.03299099812284112	0.00026733569137122644
ppt1	autosomal recessive	9	264	40348	33810017	{23857568, 15958790, 30541930, 26846731, 20494602, 15464427, 25205113, 19640925, 11332767}	5.5794469920499514e-11	0.00997989997267723	0.00022305938336472688
gdap1	neuroblastoma	8	203	37221	33810017	{15772096, 10217254, 33372681, 19720140, 28220846, 22776087, 34274972, 30669311}	1.1081858482054864e-10	0.025851950980722904	0.00021493243061712473
aqp6	vesicle	7	89	54162	33810017	{29209610, 15892693, 10318966, 21692982, 16179736, 17112474, 12034750}	1.6623101117467126e-10	0.034322694176808	0.000129241903917876
ppp1r1b	bipolar disorder	6	86	29147	33810017	{23295814, 18573638, 18055181, 28117839, 21927600, 26872373}	1.8182231680664026e-10	0.00898173195309937	0.0002058530895117851
hdx	rigid	15	949	62442	33810017	{18494500, 28428550, 32513959, 32867496, 28137577, 24104456, 33116203, 20108972, 28652337, 25265213, 30339028, 28397397, 31351767, 33171067, 28572509}	6.159330532363791e-10	0.031158411875367165	0.00024022292687614106
prkci	ovarian cancer	7	102	59535	33810017	{27321186, 29228547, 29599910, 28698296, 19419571, 35159064, 32820156}	8.371334880268618e-10	0.013260989915579557	0.00011757789535567314
sirt4	fatty liver	8	288	34909	33810017	{32365537, 21977315, 20651844, 25361925, 25045415, 32373514, 28707980, 27457618}	1.0625851397012877e-09	0.009381750132888556	0.00022916726345641525
flnb	renal agenesis/hypoplasia	6	134	27404	33810017	{17009344, 18257094, 22354125, 18470895, 29887954, 23401428}	1.8611719726603677e-09	0.01109115919098258	0.00021894613924974458
c10orf2	encephalopathy	6	78	49678	33810017	{26920903, 30391088, 23375728, 23385875, 30799093, 19304794}	2.3599305430931865e-09	0.028638329124078155	0.0001207778090905431
nfix	scoliosis	6	171	22618	33810017	{32945093, 20673863, 25118028, 25802605, 25345081, 31574590}	2.589692503631699e-09	0.01906058704480529	0.0002652754443363693
akt1	npc	16	5010	15364	33810017	{34007265, 28588706, 31293635, 24632578, 25607111, 19276680, 31435020, 26530812, 23314035, 29582644, 31059711, 24672248, 26408697, 27876891, 30950204, 35116799}	2.8781605279248367e-09	0.016107133822515607	0.001041395469929706
depdc1	testis	6	68	60092	33810017	{28701892, 32500232, 17452976, 20587513, 28393243, 29632734}	3.138635310916987e-09	0.04043408390134573	9.9846901417826e-05
sorbs2	cardiomyopathy	6	58	74196	33810017	{34487812, 34558411, 35050860, 32143182, 30085424, 32808564}	4.09865051786924e-09	0.04448929615318775	8.086689309396733e-05
bmpr1b	infertility	9	317	55850	33810017	{23243014, 29581481, 28188844, 34794894, 27864336, 28324051, 28505269, 31769494, 30503129}	4.602707762025944e-09	0.03218583017587662	0.0001611459265890779
klhl3	tubular	7	97	85317	33810017	{23902721, 25477473, 29511623, 34480842, 34159796, 27780982, 30146013}	6.860347062406446e-09	0.05406044889241457	8.204695429984645e-05
dhodh	mitochondrial dysfunction	7	361	24356	33810017	{33460737, 27086500, 35202887, 27814609, 32850106, 23216091, 21349918}	1.2036938903021564e-08	0.02201250195503235	0.00028740351453440633
myf5	cachexia	7	1060	8555	33810017	{23831688, 34931471, 34038481, 35146962, 28740214, 30413755, 19838943}	1.5355175629141564e-08	0.0038358569145202637	0.0008182349503214494
pik3c3	amyloid	9	231	89324	33810017	{20559548, 28980867, 24145555, 32264724, 32075509, 33511353, 27715386, 30316604, 31775806}	1.6310886998953203e-08	0.06683469819836318	0.00010075679548609556
cd99	angiosarcoma	7	1696	6104	33810017	{28810922, 29643660, 12218574, 22242031, 23379991, 31330332, 29533277}	3.777025998399342e-08	0.00327684311196208	0.0011467889908256881
dvl3	squamous cell carcinoma	8	169	98511	33810017	{20658532, 23908357, 18241037, 27349552, 14676830, 16865240, 30536315, 34659518}	4.7763068757907873e-08	0.027706239139661193	8.120920506339393e-05
irak4	pneumoniae	10	522	61935	33810017	{23766853, 34587686, 23519847, 23209321, 26698383, 32532880, 33470775, 28536249, 17360955, 28295231}	6.897415364402171e-08	0.044621778186410666	0.0001614595947364172
srsf3	colon cancer	6	156	51007	33810017	{23503458, 26773498, 23935626, 30279379, 34463962, 24284797}	1.7636933967164294e-07	0.012035832041874528	0.00011763091340404258
cul4b	gastric cancer	7	202	69689	33810017	{30483755, 34608273, 26472722, 29106389, 32103991, 34584220, 29393470}	2.726857084054541e-07	0.015883292071521282	0.00010044626842112816
zp3	tag	9	763	37807	33810017	{25577831, 12506345, 23242635, 32805644, 25448113, 21974931, 24607252, 11804956, 24333343}	2.9538413604038347e-07	0.020769773982465267	0.00023805115454809955
ass1	sarcoma	7	250	83427	33810017	{24485798, 30463977, 29721066, 27735949, 31113844, 27683125, 32814773}	3.6725034655073106e-06	0.04892135108821094	8.390569000443502e-05
il6r	colitis	9	557	71448	33810017	{24421314, 32153570, 24971461, 24642471, 32979687, 29775600, 32010260, 19561401, 26971998}	3.967372244366661e-06	0.04192111408337951	0.0001259657373194491
tdg	crc	7	569	39490	33810017	{31239841, 17029639, 34045552, 24532795, 29163805, 23832862, 32796958}	6.176956066686376e-06	0.03402966307476163	0.00017726006583945302
acat1	ovary	8	390	84338	33810017	{19336931, 12808042, 23426703, 17691824, 16154994, 11684695, 33043000, 15319423}	7.963567473222794e-06	0.0519054108299315	9.485641110768574e-05
dck	bladder cancer	7	660	37383	33810017	{33280258, 16868547, 26196746, 32430484, 12127861, 31807190, 25224279}	1.128872812192391e-05	0.010409684851765633	0.00018725088944172486
muc1	pbs	14	4525	25816	33810017	{33269473, 12837539, 12649188, 19534821, 26580166, 9192167, 26459017, 23280874, 23616304, 11839249, 11576628, 26453525, 15009429, 31815420}	1.5963800921912426e-05	0.03568259812891483	0.0005422993492407809
ccl13	hepatitis c	6	219	81130	33810017	{27295613, 21145870, 23142319, 10421661, 16469406, 18697919}	1.764073350573146e-05	0.017048110021278262	7.395538025391347e-05
mertk	peritonitis	6	672	32500	33810017	{27226306, 33406854, 30254055, 34917912, 27199481, 26245757}	5.7151651210750006e-05	0.027564517920836806	0.0001846153846153846
ptch1	testes	7	1282	32800	33810017	{28426816, 26269506, 22132805, 28339981, 23766127, 30683315, 33421752}	0.00030714236665822125	0.02178919711150229	0.00021341463414634146
gk	muscle atrophy	6	3837	9062	33810017	{30510624, 30214115, 30225988, 24303049, 35277933, 21178104}	0.0006837992973004097	0.0038688259664922953	0.0006621054954756124
aes	tis	7	20204	3363	33810017	{27584869, 32798213, 31102444, 35070896, 34554865, 33755475, 26950901}	0.004633887801478981	0.0029632658697664738	0.0020814748736247396
